MUNI_DEF,CCAA,PROVINCIA,MUNICIPIO,mun_code
4573,"Murcia, Región de",Murcia,Caravaca de la Cruz-30015,30015
4574,"Murcia, Región de",Murcia,Cartagena-30016,30016
4575,"Murcia, Región de",Murcia,Cehegín-30017,30017
4576,"Murcia, Región de",Murcia,Ceutí-30018,30018
4577,"Murcia, Región de",Murcia,Cieza-30019,30019
4578,"Murcia, Región de",Murcia,Fortuna-30020,30020
4579,"Murcia, Región de",Murcia,Fuente Alamo de Murcia-30021,30021
4580,"Murcia, Región de",Murcia,Jumilla-30022,30022
4581,"Murcia, Región de",Murcia,Librilla-30023,30023
4582,"Murcia, Región de",Murcia,Lorca-30024,30024
4583,"Murcia, Región de",Murcia,Lorquí-30025,30025
4584,"Murcia, Región de",Murcia,Mazarrón-30026,30026
4585,"Murcia, Región de",Murcia,Molina de Segura-30027,30027
4586,"Murcia, Región de",Murcia,Moratalla-30028,30028
4587,"Murcia, Región de",Murcia,Mula-30029,30029
4588,"Murcia, Región de",Murcia,Murcia-30030,30030
4590,"Murcia, Región de",Murcia,Pliego-30032,30032
4591,"Murcia, Región de",Murcia,Puerto Lumbreras-30033,30033
4592,"Murcia, Región de",Murcia,Ricote-30034,30034
4593,"Murcia, Región de",Murcia,San Javier-30035,30035
4594,"Murcia, Región de",Murcia,San Pedro del Pinatar-30036,30036
4595,"Murcia, Región de",Murcia,Torre-Pacheco-30037,30037
4596,"Murcia, Región de",Murcia,"Torres de Cotillas, Las-30038",30038
4597,"Murcia, Región de",Murcia,Totana-30039,30039
4599,"Murcia, Región de",Murcia,"Unión, La-30041",30041
4600,"Murcia, Región de",Murcia,Villanueva del Río Segura-30042,30042
4601,"Murcia, Región de",Murcia,Yecla-30043,30043
4602,"Murcia, Región de",Murcia,Santomera-30901,30901
4603,"Murcia, Región de",Murcia,"Alcázares, Los-30902",30902
4876,Galicia,Ourense,Allariz-32001,32001
4877,Galicia,Ourense,Amoeiro-32002,32002
4878,Galicia,Ourense,"Arnoia, A-32003",32003
4879,Galicia,Ourense,Avión-32004,32004
4880,Galicia,Ourense,Baltar-32005,32005
4881,Galicia,Ourense,Bande-32006,32006
4882,Galicia,Ourense,Baños de Molgas-32007,32007
4883,Galicia,Ourense,Barbadás-32008,32008
4884,Galicia,Ourense,"Barco de Valdeorras, O-32009",32009
4886,Galicia,Ourense,Beariz-32011,32011
4888,Galicia,Ourense,Boborás-32013,32013
4889,Galicia,Ourense,"Bola, A-32014",32014
4890,Galicia,Ourense,"Bolo,O-32015",32015
4892,Galicia,Ourense,Carballeda de Valdeorras-32017,32017
4893,Galicia,Ourense,Carballeda de Avia-32018,32018
4894,Galicia,Ourense,"Carballiño, O-32019",32019
4895,Galicia,Ourense,Cartelle-32020,32020
4896,Galicia,Ourense,Castrelo do Val-32021,32021
4897,Galicia,Ourense,Castrelo de Miño-32022,32022
4898,Galicia,Ourense,Castro Caldelas-32023,32023
4899,Galicia,Ourense,Celanova-32024,32024
4900,Galicia,Ourense,Cenlle-32025,32025
4901,Galicia,Ourense,Coles-32026,32026
4902,Galicia,Ourense,Cortegada-32027,32027
4903,Galicia,Ourense,Cualedro-32028,32028
4905,Galicia,Ourense,Entrimo-32030,32030
4906,Galicia,Ourense,Esgos-32031,32031
4907,Galicia,Ourense,Xinzo de Limia-32032,32032
4909,Galicia,Ourense,"Gudiña, A-32034",32034
4910,Galicia,Ourense,"Irixo, O-32035",32035
4911,Galicia,Ourense,Xunqueira de Ambía-32036,32036
4914,Galicia,Ourense,Laza-32039,32039
4915,Galicia,Ourense,Leiro-32040,32040
4917,Galicia,Ourense,Lobios-32042,32042
4918,Galicia,Ourense,Maceda-32043,32043
4920,Galicia,Ourense,Maside-32045,32045
4921,Galicia,Ourense,Melón-32046,32046
4922,Galicia,Ourense,"Merca, A-32047",32047
4923,Galicia,Ourense,"Mezquita, A-32048",32048
4925,Galicia,Ourense,Monterrei-32050,32050
4926,Galicia,Ourense,Muíños-32051,32051
4927,Galicia,Ourense,Nogueira de Ramuín-32052,32052
4928,Galicia,Ourense,Oímbra-32053,32053
4929,Galicia,Ourense,Ourense-32054,32054
4930,Galicia,Ourense,Paderne de Allariz-32055,32055
4931,Galicia,Ourense,Padrenda-32056,32056
4933,Galicia,Ourense,"Pereiro de Aguiar, O-32058",32058
4934,Galicia,Ourense,"Peroxa, A-32059",32059
4936,Galicia,Ourense,Piñor-32061,32061
4938,Galicia,Ourense,"Pobra de Trives, A-32063",32063
4942,Galicia,Ourense,Rairiz de Veiga-32067,32067
4943,Galicia,Ourense,Ramirás-32068,32068
4944,Galicia,Ourense,Ribadavia-32069,32069
4946,Galicia,Ourense,Riós-32071,32071
4947,Galicia,Ourense,"Rúa, A-32072",32072
4948,Galicia,Ourense,Rubiá-32073,32073
4949,Galicia,Ourense,San Amaro-32074,32074
4950,Galicia,Ourense,San Cibrao das Viñas-32075,32075
4951,Galicia,Ourense,San Cristovo de Cea-32076,32076
4952,Galicia,Ourense,Sandiás-32077,32077
4953,Galicia,Ourense,Sarreaus-32078,32078
4954,Galicia,Ourense,Taboadela-32079,32079
4956,Galicia,Ourense,Toén-32081,32081
4957,Galicia,Ourense,Trasmiras-32082,32082
4959,Galicia,Ourense,Verea-32084,32084
4960,Galicia,Ourense,Verín-32085,32085
4961,Galicia,Ourense,Viana do Bolo-32086,32086
4962,Galicia,Ourense,Vilamarín-32087,32087
4963,Galicia,Ourense,Vilamartín de Valdeorras-32088,32088
4964,Galicia,Ourense,Vilar de Barrio-32089,32089
4966,Galicia,Ourense,Vilardevós-32091,32091
4968,"Asturias, Principado de",Asturias,Allande-33001,33001
4969,"Asturias, Principado de",Asturias,Aller-33002,33002
4971,"Asturias, Principado de",Asturias,Avilés-33004,33004
4972,"Asturias, Principado de",Asturias,Belmonte de Miranda-33005,33005
4973,"Asturias, Principado de",Asturias,Bimenes-33006,33006
4974,"Asturias, Principado de",Asturias,Boal-33007,33007
4975,"Asturias, Principado de",Asturias,Cabrales-33008,33008
4976,"Asturias, Principado de",Asturias,Cabranes-33009,33009
4977,"Asturias, Principado de",Asturias,Candamo-33010,33010
4978,"Asturias, Principado de",Asturias,Cangas del Narcea-33011,33011
4979,"Asturias, Principado de",Asturias,Cangas de Onís-33012,33012
4981,"Asturias, Principado de",Asturias,Carreño-33014,33014
4982,"Asturias, Principado de",Asturias,Caso-33015,33015
4983,"Asturias, Principado de",Asturias,Castrillón-33016,33016
4984,"Asturias, Principado de",Asturias,Castropol-33017,33017
4985,"Asturias, Principado de",Asturias,Coaña-33018,33018
4986,"Asturias, Principado de",Asturias,Colunga-33019,33019
4987,"Asturias, Principado de",Asturias,Corvera de Asturias-33020,33020
4988,"Asturias, Principado de",Asturias,Cudillero-33021,33021
4989,Principado de Asturias,Asturias,Degaña-33022,33022
4990,"Asturias, Principado de",Asturias,"Franco, El-33023",33023
4991,"Asturias, Principado de",Asturias,Gijón-33024,33024
4992,"Asturias, Principado de",Asturias,Gozón-33025,33025
4993,"Asturias, Principado de",Asturias,Grado-33026,33026
4995,"Asturias, Principado de",Asturias,Ibias-33028,33028
4997,"Asturias, Principado de",Asturias,Illas-33030,33030
4998,"Asturias, Principado de",Asturias,Langreo-33031,33031
4999,"Asturias, Principado de",Asturias,Laviana-33032,33032
5000,"Asturias, Principado de",Asturias,Lena-33033,33033
5001,"Asturias, Principado de",Asturias,Valdés-33034,33034
5002,"Asturias, Principado de",Asturias,Llanera-33035,33035
5003,"Asturias, Principado de",Asturias,Llanes-33036,33036
5004,"Asturias, Principado de",Asturias,Mieres-33037,33037
5005,"Asturias, Principado de",Asturias,Morcín-33038,33038
5006,"Asturias, Principado de",Asturias,Muros de Nalón-33039,33039
5007,"Asturias, Principado de",Asturias,Nava-33040,33040
5008,"Asturias, Principado de",Asturias,Navia-33041,33041
5009,"Asturias, Principado de",Asturias,Noreña-33042,33042
5011,"Asturias, Principado de",Asturias,Oviedo-33044,33044
5012,"Asturias, Principado de",Asturias,Parres-33045,33045
5014,"Asturias, Principado de",Asturias,Peñamellera Baja-33047,33047
5016,"Asturias, Principado de",Asturias,Piloña-33049,33049
5018,"Asturias, Principado de",Asturias,Pravia-33051,33051
5020,"Asturias, Principado de",Asturias,Quirós-33053,33053
5021,"Asturias, Principado de",Asturias,"Regueras, Las-33054",33054
5022,"Asturias, Principado de",Asturias,Ribadedeva-33055,33055
5023,"Asturias, Principado de",Asturias,Ribadesella-33056,33056
5024,"Asturias, Principado de",Asturias,Ribera de Arriba-33057,33057
5025,"Asturias, Principado de",Asturias,Riosa-33058,33058
5026,"Asturias, Principado de",Asturias,Salas-33059,33059
5027,"Asturias, Principado de",Asturias,San Martín del Rey Aurelio-33060,33060
5032,"Asturias, Principado de",Asturias,Sariego-33065,33065
5033,"Asturias, Principado de",Asturias,Siero-33066,33066
5035,"Asturias, Principado de",Asturias,Somiedo-33068,33068
5036,"Asturias, Principado de",Asturias,Soto del Barco-33069,33069
5037,"Asturias, Principado de",Asturias,Tapia de Casariego-33070,33070
5039,"Asturias, Principado de",Asturias,Teverga-33072,33072
5040,"Asturias, Principado de",Asturias,Tineo-33073,33073
5041,"Asturias, Principado de",Asturias,Vegadeo-33074,33074
5043,"Asturias, Principado de",Asturias,Villaviciosa-33076,33076
5044,"Asturias, Principado de",Asturias,Villayón-33077,33077
5048,Castilla y León,Palencia,Aguilar de Campoo-34004,34004
5056,Castilla y León,Palencia,Astudillo-34017,34017
5060,Castilla y León,Palencia,Baltanás-34022,34022
5061,Castilla y León,Palencia,Venta de Baños-34023,34023
5064,Castilla y León,Palencia,Barruelo de Santullán-34027,34027
5080,Castilla y León,Palencia,Carrión de los Condes-34047,34047
5088,Castilla y León,Palencia,Cervera de Pisuerga-34056,34056
5099,Castilla y León,Palencia,Dueñas-34069,34069
5107,Castilla y León,Palencia,Grijota-34079,34079
5108,Castilla y León,Palencia,Guardo-34080,34080
5111,Castilla y León,Palencia,Herrera de Pisuerga-34083,34083
5122,Castilla y León,Palencia,Magaz de Pisuerga-34098,34098
5138,Castilla y León,Palencia,Palencia-34120,34120
5141,Castilla y León,Palencia,Paredes de Nava-34123,34123
5167,Castilla y León,Palencia,Saldaña-34157,34157
5178,Castilla y León,Palencia,Santibáñez de la Peña-34171,34171
5187,Castilla y León,Palencia,Torquemada-34182,34182
5195,Castilla y León,Palencia,Velilla del Río Carrión-34199,34199
5200,Castilla y León,Palencia,Villada-34206,34206
5208,Castilla y León,Palencia,Villalobón-34217,34217
5215,Castilla y León,Palencia,Villamuriel de Cerrato-34225,34225
5233,Castilla y León,Palencia,Osorno la Mayor-34901,34901
5237,Canarias,"Palmas, Las",Agaete-35001,35001
5238,Canarias,"Palmas, Las",Agüimes-35002,35002
5239,Canarias,"Palmas, Las",Antigua-35003,35003
5240,Canarias,"Palmas, Las",Arrecife-35004,35004
5241,Canarias,"Palmas, Las",Artenara-35005,35005
5242,Canarias,"Palmas, Las",Arucas-35006,35006
5244,Canarias,"Palmas, Las",Firgas-35008,35008
5245,Canarias,"Palmas, Las",Gáldar-35009,35009
5246,Canarias,"Palmas, Las",Haría-35010,35010
5247,Canarias,"Palmas, Las",Ingenio-35011,35011
5248,Canarias,"Palmas, Las",Mogán-35012,35012
5249,Canarias,"Palmas, Las",Moya-35013,35013
5250,Canarias,"Palmas, Las","Oliva, La-35014",35014
5251,Canarias,"Palmas, Las",Pájara-35015,35015
5252,Canarias,"Palmas, Las","Palmas de Gran Canaria, Las-35016",35016
5253,Canarias,"Palmas, Las",Puerto del Rosario-35017,35017
5254,Canarias,"Palmas, Las",San Bartolomé-35018,35018
5255,Canarias,"Palmas, Las",San Bartolomé de Tirajana-35019,35019
5256,Canarias,"Palmas, Las","Aldea de San Nicolás, La-35020",35020
5257,Canarias,"Palmas, Las",Santa Brígida-35021,35021
5258,Canarias,"Palmas, Las",Santa Lucía de Tirajana-35022,35022
5259,Canarias,"Palmas, Las","Santa María de Guía de Gran Canaria-
35023",35023
5260,Canarias,"Palmas, Las",Teguise-35024,35024
5261,Canarias,"Palmas, Las",Tejeda-35025,35025
5262,Canarias,"Palmas, Las",Telde-35026,35026
5263,Canarias,"Palmas, Las",Teror-35027,35027
5264,Canarias,"Palmas, Las",Tías-35028,35028
5265,Canarias,"Palmas, Las",Tinajo-35029,35029
5266,Canarias,"Palmas, Las",Tuineje-35030,35030
5267,Canarias,"Palmas, Las",Valsequillo de Gran Canaria-35031,35031
5268,Canarias,"Palmas, Las",Valleseco-35032,35032
5269,Canarias,"Palmas, Las",Vega de San Mateo-35033,35033
5270,Canarias,"Palmas, Las",Yaiza-35034,35034
5271,Galicia,Pontevedra,Arbo-36001,36001
5272,Galicia,Pontevedra,Barro-36002,36002
5273,Galicia,Pontevedra,Baiona-36003,36003
5274,Galicia,Pontevedra,Bueu-36004,36004
5275,Galicia,Pontevedra,Caldas de Reis-36005,36005
5276,Galicia,Pontevedra,Cambados-36006,36006
5277,Galicia,Pontevedra,Campo Lameiro-36007,36007
5278,Galicia,Pontevedra,Cangas-36008,36008
5279,Galicia,Pontevedra,"Cañiza, A-36009",36009
5280,Galicia,Pontevedra,Catoira-36010,36010
5281,Galicia,Pontevedra,Cerdedo-36011,36011
5282,Galicia,Pontevedra,Cotobade-36012,36012
5283,Galicia,Pontevedra,Covelo-36013,36013
5284,Galicia,Pontevedra,Crecente-36014,36014
5285,Galicia,Pontevedra,Cuntis-36015,36015
5286,Galicia,Pontevedra,Dozón-36016,36016
5287,Galicia,Pontevedra,"Estrada, A-36017",36017
5288,Galicia,Pontevedra,Forcarei-36018,36018
5289,Galicia,Pontevedra,Fornelos de Montes-36019,36019
5290,Galicia,Pontevedra,Agolada-36020,36020
5291,Galicia,Pontevedra,Gondomar-36021,36021
5292,Galicia,Pontevedra,"Grove, O-36022",36022
5293,Galicia,Pontevedra,"Guarda, A-36023",36023
5294,Galicia,Pontevedra,Lalín-36024,36024
5295,Galicia,Pontevedra,"Lama, A-36025",36025
5296,Galicia,Pontevedra,Marín-36026,36026
5297,Galicia,Pontevedra,Meaño-36027,36027
5298,Galicia,Pontevedra,Meis-36028,36028
5299,Galicia,Pontevedra,Moaña-36029,36029
5300,Galicia,Pontevedra,Mondariz-36030,36030
5302,Galicia,Pontevedra,Moraña-36032,36032
5303,Galicia,Pontevedra,Mos-36033,36033
5304,Galicia,Pontevedra,"Neves, As-36034",36034
5305,Galicia,Pontevedra,Nigrán-36035,36035
5306,Galicia,Pontevedra,Oia-36036,36036
5307,Galicia,Pontevedra,Pazos de Borbén-36037,36037
5308,Galicia,Pontevedra,Pontevedra-36038,36038
5309,Galicia,Pontevedra,"Porriño, O-36039",36039
5310,Galicia,Pontevedra,Portas-36040,36040
5311,Galicia,Pontevedra,Poio-36041,36041
5312,Galicia,Pontevedra,Ponteareas-36042,36042
5313,Galicia,Pontevedra,Ponte Caldelas-36043,36043
5314,Galicia,Pontevedra,Pontecesures-36044,36044
5315,Galicia,Pontevedra,Redondela-36045,36045
5316,Galicia,Pontevedra,Ribadumia-36046,36046
5317,Galicia,Pontevedra,Rodeiro-36047,36047
5318,Galicia,Pontevedra,"Rosal, O-36048",36048
5319,Galicia,Pontevedra,Salceda de Caselas-36049,36049
5320,Galicia,Pontevedra,Salvaterra de Miño-36050,36050
5321,Galicia,Pontevedra,Sanxenxo-36051,36051
5322,Galicia,Pontevedra,Silleda-36052,36052
5323,Galicia,Pontevedra,Soutomaior-36053,36053
5324,Galicia,Pontevedra,Tomiño-36054,36054
5325,Galicia,Pontevedra,Tui-36055,36055
5326,Galicia,Pontevedra,Valga-36056,36056
5327,Galicia,Pontevedra,Vigo-36057,36057
5328,Galicia,Pontevedra,Vilaboa-36058,36058
5329,Galicia,Pontevedra,Vila de Cruces-36059,36059
5330,Galicia,Pontevedra,Vilagarcía de Arousa-36060,36060
5331,Galicia,Pontevedra,Vilanova de Arousa-36061,36061
5332,Galicia,Pontevedra,"Illa de Arousa, A-36901",36901
5340,Castilla y León,Salamanca,Alba de Tormes-37008,37008
5342,Castilla y León,Salamanca,"Alberca, La-37010",37010
5346,Castilla y León,Salamanca,AldeadAvila de la Ribera-37014,37014
5355,Castilla y León,Salamanca,Aldeatejada-37023,37023
5377,Castilla y León,Salamanca,Béjar-37046,37046
5394,Castilla y León,Salamanca,Cabrerizos-37067,37067
5396,Castilla y León,Salamanca,Calvarrasa de Abajo-37069,37069
5406,Castilla y León,Salamanca,Cantalapiedra-37081,37081
5409,Castilla y León,Salamanca,Carbajosa de la Sagrada-37085,37085
5411,Castilla y León,Salamanca,Carrascal de Barregas-37087,37087
5416,Castilla y León,Salamanca,Castellanos de Moriscos-37092,37092
5427,Castilla y León,Salamanca,Ciudad Rodrigo-37107,37107
5436,Castilla y León,Salamanca,Doñinos de Salamanca-37117,37117
5454,Castilla y León,Salamanca,"Fuente de San Esteban, La-37135",37135
5459,Castilla y León,Salamanca,Fuentes de Oñoro-37140,37140
5474,Castilla y León,Salamanca,Guijuelo-37156,37156
5488,Castilla y León,Salamanca,Ledesma-37170,37170
5491,Castilla y León,Salamanca,Lumbrales-37173,37173
5492,Castilla y León,Salamanca,Macotera-37174,37174
5520,Castilla y León,Salamanca,Monterrubio de Armuña-37202,37202
5555,Castilla y León,Salamanca,Pelabravo-37240,37240
5561,Castilla y León,Salamanca,Peñaranda de Bracamonte-37246,37246
5589,Castilla y León,Salamanca,Salamanca-37274,37274
5593,Castilla y León,Salamanca,San Cristóbal de la Cuesta-37278,37278
5609,Castilla y León,Salamanca,Santa Marta de Tormes-37294,37294
5635,Castilla y León,Salamanca,Terradillos-37322,37322
5666,Castilla y León,Salamanca,Villamayor-37354,37354
5674,Castilla y León,Salamanca,Villares de la Reina-37362,37362
5686,Castilla y León,Salamanca,Villoria-37374,37374
5688,Castilla y León,Salamanca,Vitigudino-37376,37376
5695,Canarias,Santa Cruz de Tenerife,Adeje-38001,38001
5696,Canarias,Santa Cruz de Tenerife,Agulo-38002,38002
5697,Canarias,Santa Cruz de Tenerife,Alajeró-38003,38003
5698,Canarias,Santa Cruz de Tenerife,Arafo-38004,38004
5699,Canarias,Santa Cruz de Tenerife,Arico-38005,38005
5700,Canarias,Santa Cruz de Tenerife,Arona-38006,38006
5701,Canarias,Santa Cruz de Tenerife,Barlovento-38007,38007
5702,Canarias,Santa Cruz de Tenerife,Breña Alta-38008,38008
5703,Canarias,Santa Cruz de Tenerife,Breña Baja-38009,38009
5704,Canarias,Santa Cruz de Tenerife,Buenavista del Norte-38010,38010
5705,Canarias,Santa Cruz de Tenerife,Candelaria-38011,38011
5706,Canarias,Santa Cruz de Tenerife,Fasnia-38012,38012
5707,Canarias,Santa Cruz de Tenerife,Frontera-38013,38013
5708,Canarias,Santa Cruz de Tenerife,Fuencaliente de la Palma-38014,38014
5709,Canarias,Santa Cruz de Tenerife,Garachico-38015,38015
5710,Canarias,Santa Cruz de Tenerife,Garafía-38016,38016
5711,Canarias,Santa Cruz de Tenerife,Granadilla de Abona-38017,38017
5712,Canarias,Santa Cruz de Tenerife,"Guancha, La-38018",38018
5713,Canarias,Santa Cruz de Tenerife,Guía de Isora-38019,38019
5714,Canarias,Santa Cruz de Tenerife,Güímar-38020,38020
5715,Canarias,Santa Cruz de Tenerife,Hermigua-38021,38021
5716,Canarias,Santa Cruz de Tenerife,Icod de los Vinos-38022,38022
5717,Canarias,Santa Cruz de Tenerife,San Cristóbal de La Laguna-38023,38023
5718,Canarias,Santa Cruz de Tenerife,"Llanos de Aridane, Los-38024",38024
5719,Canarias,Santa Cruz de Tenerife,"Matanza de Acentejo, La-38025",38025
5720,Canarias,Santa Cruz de Tenerife,"Orotava, La-38026",38026
5721,Canarias,Santa Cruz de Tenerife,"Paso, El-38027",38027
5722,Canarias,Santa Cruz de Tenerife,Puerto de la Cruz-38028,38028
5723,Canarias,Santa Cruz de Tenerife,Puntagorda-38029,38029
5724,Canarias,Santa Cruz de Tenerife,Puntallana-38030,38030
5725,Canarias,Santa Cruz de Tenerife,"Realejos, Los-38031",38031
5726,Canarias,Santa Cruz de Tenerife,"Rosario, El-38032",38032
5727,Canarias,Santa Cruz de Tenerife,San Andrés y Sauces-38033,38033
5728,Canarias,Santa Cruz de Tenerife,San Juan de la Rambla-38034,38034
5729,Canarias,Santa Cruz de Tenerife,San Miguel de Abona-38035,38035
5730,Canarias,Santa Cruz de Tenerife,San Sebastián de la Gomera-38036,38036
5731,Canarias,Santa Cruz de Tenerife,Santa Cruz de la Palma-38037,38037
5732,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife-38038,38038
5733,Canarias,Santa Cruz de Tenerife,Santa Úrsula-38039,38039
5734,Canarias,Santa Cruz de Tenerife,Santiago del Teide-38040,38040
5735,Canarias,Santa Cruz de Tenerife,"Sauzal, El-38041",38041
5736,Canarias,Santa Cruz de Tenerife,"Silos, Los-38042",38042
5737,Canarias,Santa Cruz de Tenerife,Tacoronte-38043,38043
5738,Canarias,Santa Cruz de Tenerife,"Tanque, El-38044",38044
5739,Canarias,Santa Cruz de Tenerife,Tazacorte-38045,38045
5740,Canarias,Santa Cruz de Tenerife,Tegueste-38046,38046
5741,Canarias,Santa Cruz de Tenerife,Tijarafe-38047,38047
5742,Canarias,Santa Cruz de Tenerife,Valverde-38048,38048
5743,Canarias,Santa Cruz de Tenerife,Valle Gran Rey-38049,38049
5744,Canarias,Santa Cruz de Tenerife,Vallehermoso-38050,38050
5745,Canarias,Santa Cruz de Tenerife,"Victoria de Acentejo, La-38051",38051
5746,Canarias,Santa Cruz de Tenerife,Vilaflor-38052,38052
5747,Canarias,Santa Cruz de Tenerife,Villa de Mazo-38053,38053
5748,Canarias,Santa Cruz de Tenerife,"Pinar de El Hierro, El-38901",38901
5749,Cantabria,Cantabria,Alfoz de Lloredo-39001,39001
5750,Cantabria,Cantabria,Ampuero-39002,39002
5752,Cantabria,Cantabria,Arenas de Iguña-39004,39004
5753,Cantabria,Cantabria,Argoños-39005,39005
5754,Cantabria,Cantabria,Arnuero-39006,39006
5756,Cantabria,Cantabria,"Astillero, El-39008",39008
5757,Cantabria,Cantabria,Bárcena de Cicero-39009,39009
